subj_idx,rt,response,type,pre_Ne,pre_Pe
10,0.668,1,correct,4.270263284,5.229776903
10,0.562,1,correct,-5.874166199,-5.423977435
10,0.532,1,correct,4.210892887,0.501752405
10,0.644,1,correct,-7.050758579,-5.399207703
10,0.584,1,correct,6.118525031,1.272908362
10,0.404,1,correct,7.224309893,5.931196278
10,0.596,1,correct,3.104539799,-4.266920888
10,0.6,1,correct,4.652265947,1.407181455
10,0.588,1,correct,5.367946499,3.116038357
10,0.652,1,correct,9.681615663,3.964679222
10,0.5,1,correct,-3.73404849,-4.543816924
10,0.53,1,correct,8.031095001,5.398376026
10,0.602,1,correct,5.183073549,3.716182397
10,0.51,1,correct,1.821900379,-3.06164317
10,0.728,0,correct,7.715320334,0.841041364
10,0.762,1,error,-8.382810748,0.891628077
10,0.528,1,correct,9.385951332,0.719596703
10,0.706,1,correct,-2.798980703,3.73520709
10,0.468,1,correct,-2.680449245,-4.171062031
10,0.44,1,correct,7.018376192,2.305976765
10,0.452,1,correct,-4.85467251,3.590578878
10,0.516,1,correct,-6.3695533,6.645797894
10,0.53,1,correct,-7.12546732,-10.19084289
10,0.58,1,correct,5.116465265,2.716119628
10,0.466,1,correct,-1.035755609,-1.630846747
10,0.51,1,correct,10.27267668,8.832778709
10,0.448,1,correct,3.647175023,2.063964657
10,0.44,1,correct,-9.482455247,-5.71099247
10,0.508,1,correct,2.520858744,-2.930148042
10,0.554,1,correct,-5.022192589,-4.322624516
10,0.41,1,correct,-7.872058854,-6.79653049
10,0.476,1,correct,3.699199418,2.914531741
10,0.478,0,correct,-6.844417123,-2.335280665
10,0.492,1,error,-19.02250944,14.84819905
10,0.51,1,correct,-7.01034044,-4.393334597
10,0.668,1,correct,-4.859003696,3.38018943
10,0.562,1,correct,-6.346895908,-2.664476258
10,0.458,1,correct,7.601100098,1.592094764
10,0.534,1,correct,5.995938351,4.227880492
10,0.664,1,correct,-8.060993507,-5.767895372
10,0.536,1,correct,0.23772672,-2.896676638
10,0.448,1,correct,-4.254404161,5.703531943
10,0.364,1,correct,-7.391168107,4.461818488
10,0.442,1,correct,-11.42646821,-4.68081753
10,0.486,1,correct,4.598102422,1.298601931
10,0.506,1,correct,7.189847253,4.582307284
10,0.572,1,correct,2.813867342,-3.591799913
10,0.488,0,correct,1.315034249,1.51232016
10,0.464,1,error,4.675571919,-7.139855267
10,0.66,1,correct,0.710710208,-0.620544302
10,0.582,1,correct,7.278832772,0.450929828
10,0.494,1,correct,-6.905232123,-4.847660022
10,0.776,1,correct,3.544025285,2.091982888
10,0.69,1,correct,5.8192688,0.645902804
10,0.646,1,correct,-3.397039724,-2.871945978
10,0.624,1,correct,1.838552005,1.236606365
10,0.546,1,correct,-8.632009947,-6.310511686
10,0.536,1,correct,2.582345378,-0.934132421
10,0.522,1,correct,5.263604916,2.098381801
10,0.48,1,correct,4.758810933,3.285922348
10,0.642,1,correct,5.385329844,-4.765270178
10,0.488,1,correct,-1.424559718,-1.932442387
10,0.67,1,correct,-2.580430032,7.198403007
10,0.518,1,correct,5.852427543,0.562280482
10,0.82,1,correct,0.696797592,-8.108198646
10,0.578,1,correct,2.225776139,-1.189624228
10,0.616,1,correct,6.873789693,5.761888269
10,0.394,1,correct,-10.24286782,5.940532079
10,0.552,1,correct,5.43780185,6.561257552
10,0.508,1,correct,7.395650352,3.015703139
10,0.606,1,correct,4.295992858,-4.400806006
10,0.422,1,correct,-5.065281846,-0.996978439
10,0.366,1,correct,-9.116954516,-6.165965194
10,0.442,1,correct,-7.290156863,-1.680393374
10,0.57,1,correct,-5.441355081,3.218816864
10,0.662,1,error,-24.12843905,3.032807832
10,0.528,1,correct,-6.449973147,1.705943947
10,0.468,1,correct,-6.500337508,3.38307982
10,0.5,1,correct,-3.531644256,5.229401159
10,0.482,1,correct,6.516369721,8.325533317
10,0.506,1,correct,12.38698344,9.104159284
10,0.614,1,correct,-6.771349092,-0.446630731
10,0.534,1,correct,6.430916129,2.064638513
10,0.512,1,correct,-8.535193671,3.293101127
10,0.394,1,correct,-10.86438635,-0.154722577
10,0.594,1,correct,-9.185451446,2.241036671
10,0.558,1,correct,-3.157088198,-1.154251011
10,0.54,1,correct,-1.31838734,6.245385522
10,0.456,1,correct,6.752793459,3.277366012
10,0.546,0,correct,11.79777945,7.609755382
10,0.528,0,error,-11.45662067,-4.018343789
10,0.61,1,correct,9.392882403,6.811176038
10,0.354,1,correct,1.409241831,-5.253769549
10,0.604,1,correct,-7.97461821,7.23100733
10,0.452,1,correct,6.103049049,5.677975146
10,0.626,1,correct,10.42193886,6.26882406
10,0.564,1,correct,-1.96257108,6.505792429
10,0.66,1,correct,-7.825584454,-5.589650007
10,0.406,1,correct,4.697437162,-1.541399167
10,0.35,1,correct,-6.811275104,6.404403588
10,0.564,1,correct,-0.274695336,-2.779655997
10,0.5,1,correct,5.008120844,-1.055885376
